market,event_type,timestamp,signature,slot,sequence_number,event_index,maker,taker,price,side,quantity
5iLqmcg8vifdnnw6wEpVtQxFE4Few5uiceDWzi3jvzH8,Reduce,1671436482,3onfu5Aa2HFtqi1ypUNGSpXZM2wdatjxfQrJtptRgTACt6TJkujWRVbjMNbXTVqpvfhfcQtEWcPHL7Hnm385Nhq,183119528,1141318,7,mkrc4jMLEPRoKLUnNL7Ctnwb7uJykbwiYvFjB4sw9Z9,,12.23,Ask,65.412
5iLqmcg8vifdnnw6wEpVtQxFE4Few5uiceDWzi3jvzH8,Reduce,1671436482,3onfu5Aa2HFtqi1ypUNGSpXZM2wdatjxfQrJtptRgTACt6TJkujWRVbjMNbXTVqpvfhfcQtEWcPHL7Hnm385Nhq,183119528,1141318,8,mkrc4jMLEPRoKLUnNL7Ctnwb7uJykbwiYvFjB4sw9Z9,,12.155,Bid,108.597
5iLqmcg8vifdnnw6wEpVtQxFE4Few5uiceDWzi3jvzH8,Reduce,1671436482,3onfu5Aa2HFtqi1ypUNGSpXZM2wdatjxfQrJtptRgTACt6TJkujWRVbjMNbXTVqpvfhfcQtEWcPHL7Hnm385Nhq,183119528,1141318,9,mkrc4jMLEPRoKLUnNL7Ctnwb7uJykbwiYvFjB4sw9Z9,,12.245,Ask,107.799
5iLqmcg8vifdnnw6wEpVtQxFE4Few5uiceDWzi3jvzH8,Reduce,1671436482,3onfu5Aa2HFtqi1ypUNGSpXZM2wdatjxfQrJtptRgTACt6TJkujWRVbjMNbXTVqpvfhfcQtEWcPHL7Hnm385Nhq,183119528,1141318,10,mkrc4jMLEPRoKLUnNL7Ctnwb7uJykbwiYvFjB4sw9Z9,,12.135,Bid,164.812
5iLqmcg8vifdnnw6wEpVtQxFE4Few5uiceDWzi3jvzH8,Reduce,1671436482,3onfu5Aa2HFtqi1ypUNGSpXZM2wdatjxfQrJtptRgTACt6TJkujWRVbjMNbXTVqpvfhfcQtEWcPHL7Hnm385Nhq,183119528,1141318,11,mkrc4jMLEPRoKLUnNL7Ctnwb7uJykbwiYvFjB4sw9Z9,,12.265,Ask,163.065
5iLqmcg8vifdnnw6wEpVtQxFE4Few5uiceDWzi3jvzH8,Reduce,1671436482,3onfu5Aa2HFtqi1ypUNGSpXZM2wdatjxfQrJtptRgTACt6TJkujWRVbjMNbXTVqpvfhfcQtEWcPHL7Hnm385Nhq,183119528,1141318,12,mkrc4jMLEPRoKLUnNL7Ctnwb7uJykbwiYvFjB4sw9Z9,,11.95,Bid,418.41
5iLqmcg8vifdnnw6wEpVtQxFE4Few5uiceDWzi3jvzH8,Reduce,1671436482,3onfu5Aa2HFtqi1ypUNGSpXZM2wdatjxfQrJtptRgTACt6TJkujWRVbjMNbXTVqpvfhfcQtEWcPHL7Hnm385Nhq,183119528,1141318,13,mkrc4jMLEPRoKLUnNL7Ctnwb7uJykbwiYvFjB4sw9Z9,,12.45,Ask,401.606
5iLqmcg8vifdnnw6wEpVtQxFE4Few5uiceDWzi3jvzH8,Place,1671436482,3onfu5Aa2HFtqi1ypUNGSpXZM2wdatjxfQrJtptRgTACt6TJkujWRVbjMNbXTVqpvfhfcQtEWcPHL7Hnm385Nhq,183119528,1141319,0,mkrc4jMLEPRoKLUnNL7Ctnwb7uJykbwiYvFjB4sw9Z9,,12.195,Ask,5.74
5iLqmcg8vifdnnw6wEpVtQxFE4Few5uiceDWzi3jvzH8,Place,1671436482,3onfu5Aa2HFtqi1ypUNGSpXZM2wdatjxfQrJtptRgTACt6TJkujWRVbjMNbXTVqpvfhfcQtEWcPHL7Hnm385Nhq,183119528,1141320,0,mkrc4jMLEPRoKLUnNL7Ctnwb7uJykbwiYvFjB4sw9Z9,,12.185,Bid,5.744
5iLqmcg8vifdnnw6wEpVtQxFE4Few5uiceDWzi3jvzH8,Place,1671436482,3onfu5Aa2HFtqi1ypUNGSpXZM2wdatjxfQrJtptRgTACt6TJkujWRVbjMNbXTVqpvfhfcQtEWcPHL7Hnm385Nhq,183119528,1141321,0,mkrc4jMLEPRoKLUnNL7Ctnwb7uJykbwiYvFjB4sw9Z9,,12.2,Ask,14.754
5iLqmcg8vifdnnw6wEpVtQxFE4Few5uiceDWzi3jvzH8,Place,1671436482,3onfu5Aa2HFtqi1ypUNGSpXZM2wdatjxfQrJtptRgTACt6TJkujWRVbjMNbXTVqpvfhfcQtEWcPHL7Hnm385Nhq,183119528,1141322,0,mkrc4jMLEPRoKLUnNL7Ctnwb7uJykbwiYvFjB4sw9Z9,,12.18,Bid,14.778
5iLqmcg8vifdnnw6wEpVtQxFE4Few5uiceDWzi3jvzH8,Place,1671436482,3onfu5Aa2HFtqi1ypUNGSpXZM2wdatjxfQrJtptRgTACt6TJkujWRVbjMNbXTVqpvfhfcQtEWcPHL7Hnm385Nhq,183119528,1141323,0,mkrc4jMLEPRoKLUnNL7Ctnwb7uJykbwiYvFjB4sw9Z9,,12.21,Ask,29.484
5iLqmcg8vifdnnw6wEpVtQxFE4Few5uiceDWzi3jvzH8,Place,1671436482,3onfu5Aa2HFtqi1ypUNGSpXZM2wdatjxfQrJtptRgTACt6TJkujWRVbjMNbXTVqpvfhfcQtEWcPHL7Hnm385Nhq,183119528,1141324,0,mkrc4jMLEPRoKLUnNL7Ctnwb7uJykbwiYvFjB4sw9Z9,,12.17,Bid,29.58
5iLqmcg8vifdnnw6wEpVtQxFE4Few5uiceDWzi3jvzH8,Place,1671436482,3onfu5Aa2HFtqi1ypUNGSpXZM2wdatjxfQrJtptRgTACt6TJkujWRVbjMNbXTVqpvfhfcQtEWcPHL7Hnm385Nhq,183119528,1141325,0,mkrc4jMLEPRoKLUnNL7Ctnwb7uJykbwiYvFjB4sw9Z9,,12.22,Ask,65.466
5iLqmcg8vifdnnw6wEpVtQxFE4Few5uiceDWzi3jvzH8,Place,1671436482,3onfu5Aa2HFtqi1ypUNGSpXZM2wdatjxfQrJtptRgTACt6TJkujWRVbjMNbXTVqpvfhfcQtEWcPHL7Hnm385Nhq,183119528,1141326,0,mkrc4jMLEPRoKLUnNL7Ctnwb7uJykbwiYvFjB4sw9Z9,,12.16,Bid,65.789
5iLqmcg8vifdnnw6wEpVtQxFE4Few5uiceDWzi3jvzH8,Place,1671436482,3onfu5Aa2HFtqi1ypUNGSpXZM2wdatjxfQrJtptRgTACt6TJkujWRVbjMNbXTVqpvfhfcQtEWcPHL7Hnm385Nhq,183119528,1141327,0,mkrc4jMLEPRoKLUnNL7Ctnwb7uJykbwiYvFjB4sw9Z9,,12.235,Ask,107.887
5iLqmcg8vifdnnw6wEpVtQxFE4Few5uiceDWzi3jvzH8,Place,1671436482,3onfu5Aa2HFtqi1ypUNGSpXZM2wdatjxfQrJtptRgTACt6TJkujWRVbjMNbXTVqpvfhfcQtEWcPHL7Hnm385Nhq,183119528,1141328,0,mkrc4jMLEPRoKLUnNL7Ctnwb7uJykbwiYvFjB4sw9Z9,,12.145,Bid,108.686
5iLqmcg8vifdnnw6wEpVtQxFE4Few5uiceDWzi3jvzH8,Place,1671436482,3onfu5Aa2HFtqi1ypUNGSpXZM2wdatjxfQrJtptRgTACt6TJkujWRVbjMNbXTVqpvfhfcQtEWcPHL7Hnm385Nhq,183119528,1141329,0,mkrc4jMLEPRoKLUnNL7Ctnwb7uJykbwiYvFjB4sw9Z9,,12.255,Ask,163.198
5iLqmcg8vifdnnw6wEpVtQxFE4Few5uiceDWzi3jvzH8,Place,1671436473,R3i66Pm3vVe7hKBUxFdkf6c4qFfVzPiBokt2NpCcScgxukQgmwy6nwQNWpDYEAMcSt4QzZt4FGU8DtHscht5wXP,183119505,1141313,0,mkrc4jMLEPRoKLUnNL7Ctnwb7uJykbwiYvFjB4sw9Z9,,12.135,Bid,164.812
5iLqmcg8vifdnnw6wEpVtQxFE4Few5uiceDWzi3jvzH8,Place,1671436473,R3i66Pm3vVe7hKBUxFdkf6c4qFfVzPiBokt2NpCcScgxukQgmwy6nwQNWpDYEAMcSt4QzZt4FGU8DtHscht5wXP,183119505,1141314,0,mkrc4jMLEPRoKLUnNL7Ctnwb7uJykbwiYvFjB4sw9Z9,,12.45,Ask,401.606
5iLqmcg8vifdnnw6wEpVtQxFE4Few5uiceDWzi3jvzH8,Place,1671436473,R3i66Pm3vVe7hKBUxFdkf6c4qFfVzPiBokt2NpCcScgxukQgmwy6nwQNWpDYEAMcSt4QzZt4FGU8DtHscht5wXP,183119505,1141315,0,mkrc4jMLEPRoKLUnNL7Ctnwb7uJykbwiYvFjB4sw9Z9,,11.95,Bid,418.41
5iLqmcg8vifdnnw6wEpVtQxFE4Few5uiceDWzi3jvzH8,Reduce,1671436472,52BceUToZADHeT291eH3vHtbkXTgGJ2M7zVHc2QA3Fv2aqced3gwDm6f8jGi9daejSPcdZ4hkCJxFVKumZuACtYE,183119502,1141301,0,mkrc4jMLEPRoKLUnNL7Ctnwb7uJykbwiYvFjB4sw9Z9,,12.19,Bid,3.742
5iLqmcg8vifdnnw6wEpVtQxFE4Few5uiceDWzi3jvzH8,Reduce,1671436472,52BceUToZADHeT291eH3vHtbkXTgGJ2M7zVHc2QA3Fv2aqced3gwDm6f8jGi9daejSPcdZ4hkCJxFVKumZuACtYE,183119502,1141301,1,mkrc4jMLEPRoKLUnNL7Ctnwb7uJykbwiYvFjB4sw9Z9,,12.2,Ask,5.737
5iLqmcg8vifdnnw6wEpVtQxFE4Few5uiceDWzi3jvzH8,Reduce,1671436472,52BceUToZADHeT291eH3vHtbkXTgGJ2M7zVHc2QA3Fv2aqced3gwDm6f8jGi9daejSPcdZ4hkCJxFVKumZuACtYE,183119502,1141301,2,mkrc4jMLEPRoKLUnNL7Ctnwb7uJykbwiYvFjB4sw9Z9,,12.185,Bid,14.772
5iLqmcg8vifdnnw6wEpVtQxFE4Few5uiceDWzi3jvzH8,Reduce,1671436472,52BceUToZADHeT291eH3vHtbkXTgGJ2M7zVHc2QA3Fv2aqced3gwDm6f8jGi9daejSPcdZ4hkCJxFVKumZuACtYE,183119502,1141301,3,mkrc4jMLEPRoKLUnNL7Ctnwb7uJykbwiYvFjB4sw9Z9,,12.205,Ask,14.748
5iLqmcg8vifdnnw6wEpVtQxFE4Few5uiceDWzi3jvzH8,Reduce,1671436472,52BceUToZADHeT291eH3vHtbkXTgGJ2M7zVHc2QA3Fv2aqced3gwDm6f8jGi9daejSPcdZ4hkCJxFVKumZuACtYE,183119502,1141301,4,mkrc4jMLEPRoKLUnNL7Ctnwb7uJykbwiYvFjB4sw9Z9,,12.175,Bid,29.568
5iLqmcg8vifdnnw6wEpVtQxFE4Few5uiceDWzi3jvzH8,Reduce,1671436472,52BceUToZADHeT291eH3vHtbkXTgGJ2M7zVHc2QA3Fv2aqced3gwDm6f8jGi9daejSPcdZ4hkCJxFVKumZuACtYE,183119502,1141301,5,mkrc4jMLEPRoKLUnNL7Ctnwb7uJykbwiYvFjB4sw9Z9,,12.215,Ask,29.471
5iLqmcg8vifdnnw6wEpVtQxFE4Few5uiceDWzi3jvzH8,Reduce,1671436472,52BceUToZADHeT291eH3vHtbkXTgGJ2M7zVHc2QA3Fv2aqced3gwDm6f8jGi9daejSPcdZ4hkCJxFVKumZuACtYE,183119502,1141301,6,mkrc4jMLEPRoKLUnNL7Ctnwb7uJykbwiYvFjB4sw9Z9,,12.165,Bid,65.762
5iLqmcg8vifdnnw6wEpVtQxFE4Few5uiceDWzi3jvzH8,Reduce,1671436472,52BceUToZADHeT291eH3vHtbkXTgGJ2M7zVHc2QA3Fv2aqced3gwDm6f8jGi9daejSPcdZ4hkCJxFVKumZuACtYE,183119502,1141301,7,mkrc4jMLEPRoKLUnNL7Ctnwb7uJykbwiYvFjB4sw9Z9,,12.225,Ask,65.439
5iLqmcg8vifdnnw6wEpVtQxFE4Few5uiceDWzi3jvzH8,Reduce,1671436472,52BceUToZADHeT291eH3vHtbkXTgGJ2M7zVHc2QA3Fv2aqced3gwDm6f8jGi9daejSPcdZ4hkCJxFVKumZuACtYE,183119502,1141301,8,mkrc4jMLEPRoKLUnNL7Ctnwb7uJykbwiYvFjB4sw9Z9,,12.135,Bid,108.776
5iLqmcg8vifdnnw6wEpVtQxFE4Few5uiceDWzi3jvzH8,Reduce,1671436472,52BceUToZADHeT291eH3vHtbkXTgGJ2M7zVHc2QA3Fv2aqced3gwDm6f8jGi9daejSPcdZ4hkCJxFVKumZuACtYE,183119502,1141301,9,mkrc4jMLEPRoKLUnNL7Ctnwb7uJykbwiYvFjB4sw9Z9,,12.225,Ask,107.975
5iLqmcg8vifdnnw6wEpVtQxFE4Few5uiceDWzi3jvzH8,Reduce,1671436472,52BceUToZADHeT291eH3vHtbkXTgGJ2M7zVHc2QA3Fv2aqced3gwDm6f8jGi9daejSPcdZ4hkCJxFVKumZuACtYE,183119502,1141301,10,mkrc4jMLEPRoKLUnNL7Ctnwb7uJykbwiYvFjB4sw9Z9,,12.115,Bid,165.084
5iLqmcg8vifdnnw6wEpVtQxFE4Few5uiceDWzi3jvzH8,Reduce,1671436472,52BceUToZADHeT291eH3vHtbkXTgGJ2M7zVHc2QA3Fv2aqced3gwDm6f8jGi9daejSPcdZ4hkCJxFVKumZuACtYE,183119502,1141301,11,mkrc4jMLEPRoKLUnNL7Ctnwb7uJykbwiYvFjB4sw9Z9,,12.245,Ask,163.331
5iLqmcg8vifdnnw6wEpVtQxFE4Few5uiceDWzi3jvzH8,Reduce,1671436472,52BceUToZADHeT291eH3vHtbkXTgGJ2M7zVHc2QA3Fv2aqced3gwDm6f8jGi9daejSPcdZ4hkCJxFVKumZuACtYE,183119502,1141301,12,mkrc4jMLEPRoKLUnNL7Ctnwb7uJykbwiYvFjB4sw9Z9,,11.93,Bid,419.111
5iLqmcg8vifdnnw6wEpVtQxFE4Few5uiceDWzi3jvzH8,Reduce,1671436472,52BceUToZADHeT291eH3vHtbkXTgGJ2M7zVHc2QA3Fv2aqced3gwDm6f8jGi9daejSPcdZ4hkCJxFVKumZuACtYE,183119502,1141301,13,mkrc4jMLEPRoKLUnNL7Ctnwb7uJykbwiYvFjB4sw9Z9,,12.43,Ask,402.252
5iLqmcg8vifdnnw6wEpVtQxFE4Few5uiceDWzi3jvzH8,Place,1671436472,52BceUToZADHeT291eH3vHtbkXTgGJ2M7zVHc2QA3Fv2aqced3gwDm6f8jGi9daejSPcdZ4hkCJxFVKumZuACtYE,183119502,1141302,0,mkrc4jMLEPRoKLUnNL7Ctnwb7uJykbwiYvFjB4sw9Z9,,12.205,Ask,5.735
5iLqmcg8vifdnnw6wEpVtQxFE4Few5uiceDWzi3jvzH8,Place,1671436472,52BceUToZADHeT291eH3vHtbkXTgGJ2M7zVHc2QA3Fv2aqced3gwDm6f8jGi9daejSPcdZ4hkCJxFVKumZuACtYE,183119502,1141303,0,mkrc4jMLEPRoKLUnNL7Ctnwb7uJykbwiYvFjB4sw9Z9,,12.195,Bid,5.74
5iLqmcg8vifdnnw6wEpVtQxFE4Few5uiceDWzi3jvzH8,Place,1671436472,52BceUToZADHeT291eH3vHtbkXTgGJ2M7zVHc2QA3Fv2aqced3gwDm6f8jGi9daejSPcdZ4hkCJxFVKumZuACtYE,183119502,1141304,0,mkrc4jMLEPRoKLUnNL7Ctnwb7uJykbwiYvFjB4sw9Z9,,12.21,Ask,14.742
5iLqmcg8vifdnnw6wEpVtQxFE4Few5uiceDWzi3jvzH8,Place,1671436472,52BceUToZADHeT291eH3vHtbkXTgGJ2M7zVHc2QA3Fv2aqced3gwDm6f8jGi9daejSPcdZ4hkCJxFVKumZuACtYE,183119502,1141305,0,mkrc4jMLEPRoKLUnNL7Ctnwb7uJykbwiYvFjB4sw9Z9,,12.19,Bid,14.766
5iLqmcg8vifdnnw6wEpVtQxFE4Few5uiceDWzi3jvzH8,Place,1671436472,52BceUToZADHeT291eH3vHtbkXTgGJ2M7zVHc2QA3Fv2aqced3gwDm6f8jGi9daejSPcdZ4hkCJxFVKumZuACtYE,183119502,1141306,0,mkrc4jMLEPRoKLUnNL7Ctnwb7uJykbwiYvFjB4sw9Z9,,12.22,Ask,29.459
5iLqmcg8vifdnnw6wEpVtQxFE4Few5uiceDWzi3jvzH8,Place,1671436472,52BceUToZADHeT291eH3vHtbkXTgGJ2M7zVHc2QA3Fv2aqced3gwDm6f8jGi9daejSPcdZ4hkCJxFVKumZuACtYE,183119502,1141307,0,mkrc4jMLEPRoKLUnNL7Ctnwb7uJykbwiYvFjB4sw9Z9,,12.18,Bid,29.556
5iLqmcg8vifdnnw6wEpVtQxFE4Few5uiceDWzi3jvzH8,Place,1671436472,52BceUToZADHeT291eH3vHtbkXTgGJ2M7zVHc2QA3Fv2aqced3gwDm6f8jGi9daejSPcdZ4hkCJxFVKumZuACtYE,183119502,1141308,0,mkrc4jMLEPRoKLUnNL7Ctnwb7uJykbwiYvFjB4sw9Z9,,12.23,Ask,65.412
5iLqmcg8vifdnnw6wEpVtQxFE4Few5uiceDWzi3jvzH8,Place,1671436472,52BceUToZADHeT291eH3vHtbkXTgGJ2M7zVHc2QA3Fv2aqced3gwDm6f8jGi9daejSPcdZ4hkCJxFVKumZuACtYE,183119502,1141309,0,mkrc4jMLEPRoKLUnNL7Ctnwb7uJykbwiYvFjB4sw9Z9,,12.17,Bid,65.735
5iLqmcg8vifdnnw6wEpVtQxFE4Few5uiceDWzi3jvzH8,Place,1671436472,52BceUToZADHeT291eH3vHtbkXTgGJ2M7zVHc2QA3Fv2aqced3gwDm6f8jGi9daejSPcdZ4hkCJxFVKumZuACtYE,183119502,1141310,0,mkrc4jMLEPRoKLUnNL7Ctnwb7uJykbwiYvFjB4sw9Z9,,12.245,Ask,107.799
5iLqmcg8vifdnnw6wEpVtQxFE4Few5uiceDWzi3jvzH8,Place,1671436472,52BceUToZADHeT291eH3vHtbkXTgGJ2M7zVHc2QA3Fv2aqced3gwDm6f8jGi9daejSPcdZ4hkCJxFVKumZuACtYE,183119502,1141311,0,mkrc4jMLEPRoKLUnNL7Ctnwb7uJykbwiYvFjB4sw9Z9,,12.155,Bid,108.597
5iLqmcg8vifdnnw6wEpVtQxFE4Few5uiceDWzi3jvzH8,Place,1671436472,52BceUToZADHeT291eH3vHtbkXTgGJ2M7zVHc2QA3Fv2aqced3gwDm6f8jGi9daejSPcdZ4hkCJxFVKumZuACtYE,183119502,1141312,0,mkrc4jMLEPRoKLUnNL7Ctnwb7uJykbwiYvFjB4sw9Z9,,12.265,Ask,163.065
5iLqmcg8vifdnnw6wEpVtQxFE4Few5uiceDWzi3jvzH8,Reduce,1671436462,2rQczqt4hT9X28uCXgCN99vWYuPQmpGNoMJkQTQdgxRairVvqRyG8Fcb9eBZGDNZZDHsK4FwLqMhG1Gnq6WGuCYE,183119475,1141289,0,mkrc4jMLEPRoKLUnNL7Ctnwb7uJykbwiYvFjB4sw9Z9,,12.18,Bid,5.747
5iLqmcg8vifdnnw6wEpVtQxFE4Few5uiceDWzi3jvzH8,Reduce,1671436462,2rQczqt4hT9X28uCXgCN99vWYuPQmpGNoMJkQTQdgxRairVvqRyG8Fcb9eBZGDNZZDHsK4FwLqMhG1Gnq6WGuCYE,183119475,1141289,1,mkrc4jMLEPRoKLUnNL7Ctnwb7uJykbwiYvFjB4sw9Z9,,12.19,Ask,5.742
5iLqmcg8vifdnnw6wEpVtQxFE4Few5uiceDWzi3jvzH8,Reduce,1671436462,2rQczqt4hT9X28uCXgCN99vWYuPQmpGNoMJkQTQdgxRairVvqRyG8Fcb9eBZGDNZZDHsK4FwLqMhG1Gnq6WGuCYE,183119475,1141289,2,mkrc4jMLEPRoKLUnNL7Ctnwb7uJykbwiYvFjB4sw9Z9,,12.175,Bid,14.784
5iLqmcg8vifdnnw6wEpVtQxFE4Few5uiceDWzi3jvzH8,Reduce,1671436462,2rQczqt4hT9X28uCXgCN99vWYuPQmpGNoMJkQTQdgxRairVvqRyG8Fcb9eBZGDNZZDHsK4FwLqMhG1Gnq6WGuCYE,183119475,1141289,3,mkrc4jMLEPRoKLUnNL7Ctnwb7uJykbwiYvFjB4sw9Z9,,12.195,Ask,14.76
5iLqmcg8vifdnnw6wEpVtQxFE4Few5uiceDWzi3jvzH8,Reduce,1671436462,2rQczqt4hT9X28uCXgCN99vWYuPQmpGNoMJkQTQdgxRairVvqRyG8Fcb9eBZGDNZZDHsK4FwLqMhG1Gnq6WGuCYE,183119475,1141289,4,mkrc4jMLEPRoKLUnNL7Ctnwb7uJykbwiYvFjB4sw9Z9,,12.16,Bid,29.605
5iLqmcg8vifdnnw6wEpVtQxFE4Few5uiceDWzi3jvzH8,Reduce,1671436462,2rQczqt4hT9X28uCXgCN99vWYuPQmpGNoMJkQTQdgxRairVvqRyG8Fcb9eBZGDNZZDHsK4FwLqMhG1Gnq6WGuCYE,183119475,1141289,5,mkrc4jMLEPRoKLUnNL7Ctnwb7uJykbwiYvFjB4sw9Z9,,12.2,Ask,29.508
5iLqmcg8vifdnnw6wEpVtQxFE4Few5uiceDWzi3jvzH8,Reduce,1671436462,2rQczqt4hT9X28uCXgCN99vWYuPQmpGNoMJkQTQdgxRairVvqRyG8Fcb9eBZGDNZZDHsK4FwLqMhG1Gnq6WGuCYE,183119475,1141289,6,mkrc4jMLEPRoKLUnNL7Ctnwb7uJykbwiYvFjB4sw9Z9,,12.15,Bid,65.843
5iLqmcg8vifdnnw6wEpVtQxFE4Few5uiceDWzi3jvzH8,Reduce,1671436462,2rQczqt4hT9X28uCXgCN99vWYuPQmpGNoMJkQTQdgxRairVvqRyG8Fcb9eBZGDNZZDHsK4FwLqMhG1Gnq6WGuCYE,183119475,1141289,7,mkrc4jMLEPRoKLUnNL7Ctnwb7uJykbwiYvFjB4sw9Z9,,12.21,Ask,65.52
5iLqmcg8vifdnnw6wEpVtQxFE4Few5uiceDWzi3jvzH8,Place,1671436462,2rQczqt4hT9X28uCXgCN99vWYuPQmpGNoMJkQTQdgxRairVvqRyG8Fcb9eBZGDNZZDHsK4FwLqMhG1Gnq6WGuCYE,183119475,1141290,0,mkrc4jMLEPRoKLUnNL7Ctnwb7uJykbwiYvFjB4sw9Z9,,12.2,Ask,5.737
5iLqmcg8vifdnnw6wEpVtQxFE4Few5uiceDWzi3jvzH8,Place,1671436462,2rQczqt4hT9X28uCXgCN99vWYuPQmpGNoMJkQTQdgxRairVvqRyG8Fcb9eBZGDNZZDHsK4FwLqMhG1Gnq6WGuCYE,183119475,1141291,0,mkrc4jMLEPRoKLUnNL7Ctnwb7uJykbwiYvFjB4sw9Z9,,12.19,Bid,5.742
5iLqmcg8vifdnnw6wEpVtQxFE4Few5uiceDWzi3jvzH8,Place,1671436462,2rQczqt4hT9X28uCXgCN99vWYuPQmpGNoMJkQTQdgxRairVvqRyG8Fcb9eBZGDNZZDHsK4FwLqMhG1Gnq6WGuCYE,183119475,1141292,0,mkrc4jMLEPRoKLUnNL7Ctnwb7uJykbwiYvFjB4sw9Z9,,12.205,Ask,14.748
5iLqmcg8vifdnnw6wEpVtQxFE4Few5uiceDWzi3jvzH8,Place,1671436462,2rQczqt4hT9X28uCXgCN99vWYuPQmpGNoMJkQTQdgxRairVvqRyG8Fcb9eBZGDNZZDHsK4FwLqMhG1Gnq6WGuCYE,183119475,1141293,0,mkrc4jMLEPRoKLUnNL7Ctnwb7uJykbwiYvFjB4sw9Z9,,12.185,Bid,14.772
